name,url,text
Agahnim,https://www.puissance-zelda.com/encyclopedie/124-Agahnim,"Agahnim est un sorcier maléfique, apparaissant notamment dans A Link To The Past. Principal antagoniste durant la majeure partie du jeu, c'est lui qui est responsable de l'avis de recherche contre Link, ce qui vaudra au jeune héros quelques ennuis avec la population locale ainsi qu'avec les gardes de la Citadelle d'Hyrule. Il est révélé à la fin de l'histoire qu'il n'était qu'un énième pantin de Ganon.,,Agahnim est apparu alors qu'Hyrule était encore en proie à de terribles malheurs. Usant d'une magie obscure pour la sauver, il devint un héros et entra dans les bonnes grâces du roi qui en fit son conseiller. Profitant de son statut, il commença alors à mettre en place les rouages pour prendre le contrôle du royaume, ceci afin de pouvoir faire disparaître les descendantes des sept sages et faire revenir Ganon. Bien que Link ait réussi à retarder ses plans, Agahnim atteint finalement son objectif, et fait disparaître la dernière descendante des sages : Zelda.,,Durant le combat dans la plus haute tour du château d'Hyrule, on découvre qu'Agahnim est insensible à toutes les armes de Link, y compris Excalibur. Le seul moyen de le vaincre est de lui renvoyer certains de ses rayons. Il apparaît également dans Oracle of Seasons, où il fait office de mini-boss dans le donjon Dragon Dansant. Dans Link's Awakening, pendant le combat final contre Maleficio, lorsque celui-ci fait revivre ses pires cauchemars à Link, une des ombres prend la forme du sorcier maléfique. ,,On peut s'apercevoir qu'il possède le symbole des Sheikah sur le devant de sa robe, ce qui peut amener à se poser des questions sur ses origines, mais malgré cela, il reste un des personnages les moins bien connus de la série."
gent_du_Crepuscule,https://www.puissance-zelda.com/encyclopedie/39-Agent_du_Crepuscule,"Les Agents du Crépuscule sont des ennemis spécifiques à Twilight Princess. Provenant directement du Royaume du Crépuscule, ils seront souvent confrontés à Link. Les Agents ont comme particularité de se régénérer s'il reste un survivant. Il faut donc en éliminer un minimum de 2 en même temps pour mettre fin au combat. Très souvent, après un combat contre eux, un portail de téléportation apparait au-dessus de l'endroit de la bataille."
-Aginah,https://www.puissance-zelda.com/encyclopedie/1021-Aginah,"Aginah est un vieil homme qui vit dans le désert du Mystère dans A Link to the Past. ,,Descendant d'un des sept sages et frère de Sahasrahla, il révèle à Link l'emplacement du Livre de Mudora qui est nécessaire à l'ouverture de l'entrée du palais du Désert. Il possède tout comme son frère des pouvoirs télépathiques."
Agnes_et_Johanna,https://www.puissance-zelda.com/encyclopedie/917-Agnes_et_Johanna,"Agnès et Johanna sont des personnages de The Wind Waker et The Minish Cap. Agnès est la petite fille blonde et Johanna la brune.,,Dans The Wind Waker elles sont surnommées les Mermichues, on les trouve le jour à Mercantîle parfois dehors et parfois à l'école du Bonheur. La nuit elles sont soit introuvables soit à l'école. Elles aiment bien répandre des ragots, à l'instar d'Olga et Vera, et pour deux rubis elle dévoilent à Link quelques secrets :,,- Des pots sont cachés dans l'herbe de Mercantîle.,- Tingle est en prison.,- La localisation des marchands ambulants et leur admiration envers Naglagla.,- La localisation des lucioles de la Forêt sur l'île aux Forêts.,- Le besoin d'une autorisation pour entrer dans la villa de Mrs Mary.,- Rien du tout. Link s'est fait berner, elles lui avaient déjà tout dit.,,Dans The Minish Cap, ont les voit à l'école et on peut fusionner des fragments du bonheur avec elles ainsi qu'avec d'autres élèves.,,Note : Dans la version américaine de The Minish Cap, Agnès et Johanna sont nommées Leila et Berry."
Agraf,https://www.puissance-zelda.com/encyclopedie/961-Agraf,"Agraf est un Piaf de l'Île du Dragon dans Wind Waker.,,Lorsque Link lui parle pour la première fois, il affirme penser que le concours de vol n'aura pas lieu cette année avant de s'envoler pour sa tournée (les Piafs sont un peuple de facteurs). Après que Link a traversé la Caverne du Dragon, il le remercie de son aide et s'envole à nouveau.,,Un jour après avoir envoyé la lettre de Maggy, on peut le retrouver à Mercantîle cherchant à lui donner la réponse de Moe. Cependant il sera jeté dehors par le père protecteur de Maggy et ira donc remettre la lettre en personne à Maggy au Café-Bar.,,D'après sa figurine tendo il s'agit d'un personnage gentil mais déplaisant quand les choses tournent mal. Il aurrait également du mal à se souvenir du visage des gens."
Aiglantine,https://www.puissance-zelda.com/encyclopedie/797-Aiglantine,"Aiglantine est un personnage de Skyward Sword résidant à Célesbourg, dans le quartier Ouest de la ville. Elle est la mère d’Arpigon, le tenancier de l’armurerie, et adore les antiquités. Si Link venait à casser quelque chose dans sa maison, elle deviendrait furieuse et lui ordonnerait de payer entre 10 et 30 rubis pour réparer les dégâts. De plus, elle s’énervera aussi si le joueur s’assoit dans son canapé, mais finira par se calmer et acceptera de le laisser s’asseoir dedans, tant qu’il ne le salit pas.,,Au début de l’aventure, Aiglantine discute des ragots de la ville avec Canita et Podi, bloquant l’accès au quartier résidentiel, Link n’étant pas supposer y accéder à ce stade du jeu.,"
-Airwing,https://www.puissance-zelda.com/encyclopedie/1055-Airwing,"L'Airwing est à l'origine le modèle de véhicule spatial utilisé par l'équipe de mercenaires Star Fox de la série éponyme. On peut le trouver en tant qu'ennemi en piratant le jeu Ocarina of Time.,,Cet étrange caméo a été utilisé par l'équipe de production afin de tester les trajectoires de vol de Volcania. Ce n'est qu'avec la version 3DS d'Ocarina of Time qu'il a été définitivement supprimé du jeu.,,L'Airwing survole la zone où il apparaît et canarde Link de tirs laser. Pour le vaincre il faut donc l'attaquer avec une arme à longue distance : l'arc, le boomerang ou le lance-pierre."
Aldo,https://www.puissance-zelda.com/encyclopedie/689-Aldo,"Aldo est un personnage de The Wind Waker, n'ayant pas d'utilité dans l'aventure. On peut le distinguer facilement grâce à sa belle musculation.,,Il passe sa journée à travailler au Batodrome, et dépense le soir l'argent gagné le jour au bar de Mercantîle.,,Malgré son imposante carrure, ce grand costaud a peur des Poiscommes."
Alpha,https://www.puissance-zelda.com/encyclopedie/248-Alpha,"Alpha est le mini-boss du Temple Sylvestre dans Twilight Princess. Ce babouin se démarque énormément de ses congénères de par son apparence de vieillard, ce qui en fait probablement le doyen des singes de la forêt. Il est également beaucoup moins amical, et n’aura cesse de gêner la progression de Link dans le Temple Sylvestre, notamment en détruisant le pont menant à son domaine à l’aide d’un étrange boomerang. En libérant les autres singes retenus en captivité, Link parvient cependant à atteindre sa demeure pour finalement en découdre.,,Durant l’affrontement, Alpha fera tomber des plantes carnivores du plafond, et sautera de totems en totems jusqu’à être assez éloigné de Link pour l’attaquer avec son boomerang. Il faudra alors le déstabiliser, afin qu’il reprenne en pleine tête son arme, pour finalement tomber au sol. Les fesses rouges du macaque deviennent alors un point faible évident, qui fera hurler de douleur leur propriétaire. ,,Une fois vaincu, Alpha se cogne la tête contre un totem, et une étrange araignée, qui s’était accrochée sur son front, tombe au sol. Cet Insecte du Crépuscule avait en réalité pris le contrôle d’Alpha, qui une fois réveillé, déguerpit à toute vitesse. Link récupère par la même occasion le Boomerang Tornade, qui lui aussi avait subi la corruption du Crépuscule.,,Lors de l’affrontement contre Dionea, le boss du donjon, Alpha refera son apparition, et se balancera sur une liane, une bombinsecte accrochée à ses jambes, pour permettre à Link de venir à bout de la plante carnivore géante. "
Alter_Ganon,https://www.puissance-zelda.com/encyclopedie/201-Alter_Ganon,"Alter Ganon est le boss de la Tour de Ganon dans The Wind Waker. Il précède le boss final du jeu, Ganondorf, bien que ce soit lui qui le manipule durant le combat. Alter Ganon a en effet l’apparence d’une poupée géante articulée, et ne possède d’ailleurs aucune attaque, profitant de sa taille imposante pour infliger des dégâts. ,,Le combat contre ce boss se déroule en trois étapes, les unes aussi casse-pieds que les autres, car il faudra à chaque fois trouver un moyen de détruire la boule bleue présente à l’extrémité de la marionnette, cependant rarement à portée de Link et de ses flèches. Ainsi, en dehors de sa forme classique, Alter Ganon prend également la forme d’une araignée, puis d’un serpent géant.,,Une fois sa créature terrassée, Ganondorf invite Link à le rejoindre au sommet de la tour. Le jeune homme utilisera alors l’un des fils ayant permis de donner vie à la marionnette, afin de monter en haut de la salle. "
Ambi,https://www.puissance-zelda.com/encyclopedie/122-Ambi,"La Reine Ambi règne sur la cité Lynna, en Labrynna, dans l’épisode Oracle of Ages, et est l’ancêtre de Ralph, l'ami et protecteur de Nayru. Elle est vêtue de robes dans les tons bleus foncés, et porte une étrange couronne. Derrière cette allure froide, la Reine Ambi est très à l’écoute de son peuple, et fait tout ce qui est en son pouvoir pour le rendre heureux. Elle vit dans un grand palais entouré de jardins et surveillé par de nombreux gardes. ,,Autrefois amoureuse du Capitaine Pirate, Ambi avait commencé la construction d’une tour, pour lui attribuer une fonction de phare, et ainsi guider son aimé vers elle. Malheureusement, elle ne fut jamais terminée, et il n’en reste aujourd’hui, soit deux cent ans plus tard, que les fondations.,,Veran, dans ses projets de conquête, a par la suite remonté le temps pour posséder la reine Ambi, et ordonner à son peuple de travailler sans relâche, de façon à reprendre la construction de la Tour des Cieux qui, finalement achevée, prendra par la suite le nom célèbre de Tour Noire. "
-Amour-de-Nayru,https://www.puissance-zelda.com/encyclopedie/1180-Amour-de-Nayru,"L'Amour de Nayru est un pouvoir apparu pour la première fois dans Ocarina of Time, et présent également par la suite dans The Minish Cap et Hyrule Warriors. Il s'agit d'un sort de protection associé à la déesse Nayru et représenté par la couleur bleue. ,,Dans Ocarina of Time, l'Amour de Nayru est le dernier des trois sorts que Link apprend auprès des grandes fées. Il s'obtient juste avant d'entrer dans le Temple de l'Esprit auprès de la grande fée vivant cachée dans une grotte dans le désert gerudo. Ce sort, qui coûte malheureusement plus d'énergie magique que les autres, a pour effet de créer une barrière de protection en forme de diamant. Cette barrière protège Link des attaques pendant exactement une minute. Contrairement au Vent de Farore ou au Feu de Din, l'Amour de Nayru n'est associé à aucun élément.,,Dans The Minish Cap, il existe une amulette protectrice qui, lorsqu'elle est utilisée, change les habits de Link en bleu et double sa défense pendant une minute. Cette amulette est donnée par Nayru à Link en remerciement pour lui avoir offert un toit. Cependant, cette amulette nécessite un flacon vide à l'utilisation ; mais Nayru pourra redonner à Link une amulette autant de fois qu'il le souhaite.,,Dans Hyrule Warriors, l'Amour de Nayru apparaît non pas en tant qu'objet utilisable mais en tant que badge de défense. L'Amour de Nayru de bronze permettant de ne pas reculer à la première attaque reçue, celui d'argent de ne pas reculer aux deux premières attaques reçues, et celui d'or de ne pas reculer aux trois premières attaques reçues."
Amulette_du_Heros,https://www.puissance-zelda.com/encyclopedie/448-Amulette_du_Heros,"L’Amulette du Héros est un artefact présent dans The Wind Waker, qui permet au joueur de visualiser la santé des ennemis en plein combat, une exclusivité pour cet épisode de la saga. Remise à Link par Mrs. Mary, l’institutrice de Mercantîle, une fois qu’il lui aura offert 40 Pendentifs du Bonheur, l’Amulette du Héros ressemble toutefois plus à un masque qu’autre chose. C’est d’ailleurs de cette façon que Link viendra à s’en servir, les yeux de l’amulette permettant en effet de voir certaines choses invisibles à l’œil nu.,,Si chez la majorité des ennemis, porter l’Amulette des Héros aura pour conséquence, lorsque le joueur viendra à les cibler, de faire apparaître une petite jauge de santé au-dessus de leur tête, il en est autrement avec les boss, puisque durant l’affrontement, une énorme barre d’énergie viendra s’installer au bas de l’écran. Le masque s’équipant directement via le menu du jeu, il n’occupe de fait aucune place sur les boutons permettant d’assigner les divers équipements de notre héros."
Amulette_Pirate,https://www.puissance-zelda.com/encyclopedie/536-Amulette_Pirate,"L’Amulette Pirate est un objet apparaissant uniquement dans The Wind Waker. Créée par le roi d’Hyrule lui-même, cette amulette est transmise depuis des générations dans la famille royale d’Hyrule, ce qui explique pourquoi Tetra est en sa possession.,,Tetra la glissera secrètement dans les poches de Link avant que celui-ci n’aille dans la Forteresse Maudite. Elle permet alors à Tetra de communiquer avec Link, mais également de voir où il se trouve. Par la suite, le Lion Rouge pourra également communiquer avec Link par le biais de cette amulette afin de le guider dans les différents donjons qu’il parcourra."
Anais,https://www.puissance-zelda.com/encyclopedie/440-Anais,"Anaïs fait partie du groupe des enfants de Toal dans Twilight Princess. Seule fille de la bande, elle se révèle par la même occasion être la plus sérieuse des trois, et de fait vient souvent blâmer les autres pour leur immaturité. De même, Anaïs n’a que faire des gens lâches et peureux, comme son père qui subit régulièrement le courroux de sa femme, dont sa fille a hérité le caractère. C’est donc sans surprise qu’elle viendra tout comme les autres enfants à rejeter Colin, n’appréciant guère sa timidité. Gâtée par ses parents, Anaïs n’est en réalité qu’une jeune fille insatisfaite, que ce soit de ses vêtements, du village où elle vit et même des gens qui l’entourent, et rêve tout simplement d’une nouvelle vie de princesse, un rôle qu’elle s’estime apte à assumer.,,Kidnappée à l’instar des autres enfants de Toal par les troupes du Roi Bulblin, Anaïs viendra par la suite à être recueillie par Reynald, le prêtre du Village Cocorico, et sa fille Louda, avec qui elle se liera d’amitié. Peu après la venue de Link, c’est en son absence que les Bulblins lanceront un nouveau raid contre le Village Cocorico, dans lequel Anaïs aurait à nouveau été enlevée si Colin ne l’avait pas sauvé in extremis en se sacrifiant à sa place. Son courage n’ayant pas laissé indifférente Anaïs, elle viendra à veiller sur lui lors de son sommeil après que Link est allé le sortir des griffes du Roi Bulblin. ,,De la même façon, Anaïs et Louda viendront à prendre soin du Prince Lars lors de sa venue au village. La jeune fille espérait en effet sympathiser avec le jeune Zora avant son départ, afin que celui-ci la présente aux institutions royales de son peuple, sans succès toutefois. Le Prince Lars retournera ainsi seul à son domaine, tandis qu’Anaïs, non sans avoir auparavant fait ses adieux à Louda, repartira quant à elle vers le village de Toal."
Anasna,https://www.puissance-zelda.com/encyclopedie/874-Anasna,"Anasna est une habitante de la Cité d’Hyrule dans The Minish Cap. Elle vend des fruits sur le marché de la ville et déteste les légumes. Elle se dispute sans arrêt avec Rocoli, le vendeur de légumes à ce sujet. Elle organise une tombola lors de la fête annuelle des Minishs dont Zelda sera la gagnante. Elle lui proposera donc un cœur, un rubis rouge ou un Petit Bouclier comme gains. La princesse choisira le bouclier qu’elle offrira à Link. Plus tard dans le jeu, le joueur aura la possibilité de fusionner des fragments avec la marchande, ce qui débloquera un coffre contenant un fragment du bonheur rouge dans la Forêt de Tyloria.,,Son nom vient clairement du fruit ananas dont la lettre s a été avancée de deux positions.,"
Andre,https://www.puissance-zelda.com/encyclopedie/694-Andre,"André est un résident de l'Île de l'Aurore dans The Wind Waker. Il passe ses journées à désherber son potager rempli de mauvaises herbes, celles-ci repoussant en général plus vite qu'il ne passe de temps à toutes les arracher. Ses problèmes de jardinage se n'arrangeront pas avec l'arrivée de monstres sur l'île, le forçant à rester éveillé la nuit et de fait à dormir le jour. André reste par ailleurs le seul Hylien à résider sur la partie Ouest de l'Île de l'Aurore, ce qui justifierait en partie son caractère timide. Il est pourtant précisé dans la Galerie des Figurines Tendo qu'André est à la recherche d'une épouse. Né à l'origine sur Mercantîle, à l'instar d'Hydrie, nul doute que cette dernière soit l'élue de son cœur, bien que cela ne soit jamais précisé.  ,,On notera que le personnage d'André est véritablement programmé pour désherber son potager, puisque sa faucille lui permet réellement de désherber herbe par herbe son terrain, pour peu que le joueur tende à l'observer longuement au lieu de s’atteler lui-même à la tâche à grands coups d'épée. Une fois l'ensemble des mauvaises herbes coupées, André restera simplement immobile, sans chercher à remercier éventuellement LInk au cas où celui-ci l'aurait aidé. Il est amusant d'observer que les économies du jeune homme se résument à un simple coffre contenant 20 rubis, caché dans une pièce secrète de sa demeure dont l'entrée est située sous son lit, alors que son passe-temps aurait logiquement du en faire un homme riche depuis le temps."
-Andy,https://www.puissance-zelda.com/encyclopedie/1003-Andy,"Andy est un humain vivant sur Mercantîle dans the Wind Waker.,,On le retrouve debout sur le quai, faisant face à la mer. Lorsque Link lui parle, il lui décrit une île en fonction de la direction dans lequel le vent souffle :,,- Au Nord l'île du Vent,- Nord-ouest l'Îlot Septentrional des Fées,- Nord-est l'Archipel Ursa Major,- Ouest l'île de Tingle,- Est la Montagne de Feu,- Sud l'île gelée,- Sud-ouest l'île de la Terre,- Sud-est l'île de Qui-Ça"
